Date,Price
1880-11-16,18.94
1880-11-17,18.94
1880-11-18,18.94
1880-11-19,18.94
1880-11-20,18.94
1880-11-21,18.94
1880-11-22,18.94
1880-11-23,18.94
1880-11-24,18.94
1880-11-25,18.94
1880-11-26,18.94
1880-11-27,18.94
1880-11-28,18.94
1880-11-29,18.94
1880-11-30,18.94
1880-12-01,18.94
1880-12-02,18.94
1880-12-03,18.94
1880-12-04,18.94
1880-12-05,18.94
1880-12-06,18.94
1880-12-07,18.94
1880-12-08,18.94
1880-12-09,18.94
1880-12-10,18.94
1880-12-11,18.94
1880-12-12,18.94
1880-12-13,18.94
1880-12-14,18.94
1880-12-15,18.94
1880-12-16,18.94
1880-12-17,18.94
1880-12-18,18.94
1880-12-19,18.94
1880-12-20,18.94
1880-12-21,18.94
1880-12-22,18.94
1880-12-23,18.94
1880-12-24,18.94
1880-12-25,18.94
1880-12-26,18.94
1880-12-27,18.94
1880-12-28,18.94
1880-12-29,18.94
1880-12-30,18.94
1880-12-31,18.94
1881-01-01,18.94
1881-01-02,18.94
1881-01-03,18.94
1881-01-04,18.94
1881-01-05,18.94
1881-01-06,18.94
1881-01-07,18.94
1881-01-08,18.94
1881-01-09,18.94
1881-01-10,18.94
1881-01-11,18.94
1881-01-12,18.94
1881-01-13,18.94
1881-01-14,18.94
1881-01-15,18.94
1881-01-16,18.94
1881-01-17,18.94
1881-01-18,18.94
1881-01-19,18.94
1881-01-20,18.94
1881-01-21,18.94
1881-01-22,18.94
1881-01-23,18.94
1881-01-24,18.94
1881-01-25,18.94
1881-01-26,18.94
1881-01-27,18.94
1881-01-28,18.94
1881-01-29,18.94
1881-01-30,18.94
1881-01-31,18.94
1881-02-01,18.94
1881-02-02,18.94
1881-02-03,18.94
1881-02-04,18.94
1881-02-05,18.94
1881-02-06,18.94
1881-02-07,18.94
1881-02-08,18.94
1881-02-09,18.94
1881-02-10,18.94
1881-02-11,18.94
1881-02-12,18.94
1881-02-13,18.94
1881-02-14,18.94
1881-02-15,18.94
1881-02-16,18.94
1881-02-17,18.94
1881-02-18,18.94
1881-02-19,18.94
1881-02-20,18.94
1881-02-21,18.94
1881-02-22,18.94
1881-02-23,18.94
1881-02-24,18.94
1881-02-25,18.94
1881-02-26,18.94
1881-02-27,18.94
1881-02-28,18.94
1881-03-01,18.94
1881-03-02,18.94
1881-03-03,18.94
1881-03-04,18.94
1881-03-05,18.94
1881-03-06,18.94
1881-03-07,18.94
1881-03-08,18.94
1881-03-09,18.94
1881-03-10,18.94
1881-03-11,18.94
1881-03-12,18.94
1881-03-13,18.94
1881-03-14,18.94
1881-03-15,18.94
1881-03-16,18.94
1881-03-17,18.94
1881-03-18,18.94
1881-03-19,18.94
1881-03-20,18.94
1881-03-21,18.94
1881-03-22,18.94
1881-03-23,18.94
1881-03-24,18.94
1881-03-25,18.94
1881-03-26,18.94
1881-03-27,18.94
1881-03-28,18.94
1881-03-29,18.94
1881-03-30,18.94
1881-03-31,18.94
1881-04-01,18.94
1881-04-02,18.94
1881-04-03,18.94
1881-04-04,18.94
1881-04-05,18.94
1881-04-06,18.94
1881-04-07,18.94
1881-04-08,18.94
1881-04-09,18.94
1881-04-10,18.94
1881-04-11,18.94
1881-04-12,18.94
1881-04-13,18.94
1881-04-14,18.94
1881-04-15,18.94
1881-04-16,18.94
1881-04-17,18.94
1881-04-18,18.94
1881-04-19,18.94
1881-04-20,18.94
1881-04-21,18.94
1881-04-22,18.94
1881-04-23,18.94
1881-04-24,18.94
1881-04-25,18.94
1881-04-26,18.94
1881-04-27,18.94
1881-04-28,18.94
1881-04-29,18.94
1881-04-30,18.94
1881-05-01,18.94
1881-05-02,18.94
1881-05-03,18.94
1881-05-04,18.94
1881-05-05,18.94
1881-05-06,18.94
1881-05-07,18.94
1881-05-08,18.94
1881-05-09,18.94
1881-05-10,18.94
1881-05-11,18.94
1881-05-12,18.94
1881-05-13,18.94
1881-05-14,18.94
1881-05-15,18.94
1881-05-16,18.94
1881-05-17,18.94
1881-05-18,18.94
1881-05-19,18.94
1881-05-20,18.94
1881-05-21,18.94
1881-05-22,18.94
1881-05-23,18.94
1881-05-24,18.94
1881-05-25,18.94
1881-05-26,18.94
1881-05-27,18.94
1881-05-28,18.94
1881-05-29,18.94
1881-05-30,18.94
1881-05-31,18.94
1881-06-01,18.94
1881-06-02,18.94
1881-06-03,18.94
1881-06-04,18.94
1881-06-05,18.94
1881-06-06,18.94
1881-06-07,18.94
1881-06-08,18.94
1881-06-09,18.94
1881-06-10,18.94
1881-06-11,18.94
1881-06-12,18.94
1881-06-13,18.94
1881-06-14,18.94
1881-06-15,18.94
1881-06-16,18.94
1881-06-17,18.94
1881-06-18,18.94
1881-06-19,18.94
1881-06-20,18.94
1881-06-21,18.94
1881-06-22,18.94
1881-06-23,18.94
1881-06-24,18.94
1881-06-25,18.94
1881-06-26,18.94
1881-06-27,18.94
1881-06-28,18.94
1881-06-29,18.94
1881-06-30,18.94
1881-07-01,18.94
1881-07-02,18.94
1881-07-03,18.94
1881-07-04,18.94
1881-07-05,18.94
1881-07-06,18.94
1881-07-07,18.94
1881-07-08,18.94
1881-07-09,18.94
1881-07-10,18.94
1881-07-11,18.94
1881-07-12,18.94
1881-07-13,18.94
1881-07-14,18.94
1881-07-15,18.94
1881-07-16,18.94
1881-07-17,18.94
1881-07-18,18.94
1881-07-19,18.94
1881-07-20,18.94
1881-07-21,18.94
1881-07-22,18.94
1881-07-23,18.94
1881-07-24,18.94
1881-07-25,18.94
1881-07-26,18.94
1881-07-27,18.94
1881-07-28,18.94
1881-07-29,18.94
1881-07-30,18.94
1881-07-31,18.94
1881-08-01,18.94
1881-08-02,18.94
1881-08-03,18.94
1881-08-04,18.94
1881-08-05,18.94
1881-08-06,18.94
1881-08-07,18.94
1881-08-08,18.94
1881-08-09,18.94
1881-08-10,18.94
1881-08-11,18.94
1881-08-12,18.94
1881-08-13,18.94
1881-08-14,18.94
1881-08-15,18.94
1881-08-16,18.94
1881-08-17,18.94
1881-08-18,18.94
1881-08-19,18.94
1881-08-20,18.94
1881-08-21,18.94
1881-08-22,18.94
1881-08-23,18.94
1881-08-24,18.94
1881-08-25,18.94
1881-08-26,18.94
1881-08-27,18.94
1881-08-28,18.94
1881-08-29,18.94
1881-08-30,18.94
1881-08-31,18.94
1881-09-01,18.94
1881-09-02,18.94
1881-09-03,18.94
1881-09-04,18.94
1881-09-05,18.94
1881-09-06,18.94
1881-09-07,18.94
1881-09-08,18.94
1881-09-09,18.94
1881-09-10,18.94
1881-09-11,18.94
1881-09-12,18.94
1881-09-13,18.94
1881-09-14,18.94
1881-09-15,18.94
1881-09-16,18.94
1881-09-17,18.94
1881-09-18,18.94
1881-09-19,18.94
1881-09-20,18.94
1881-09-21,18.94
1881-09-22,18.94
1881-09-23,18.94
1881-09-24,18.94
1881-09-25,18.94
1881-09-26,18.94
1881-09-27,18.94
1881-09-28,18.94
1881-09-29,18.94
1881-09-30,18.94
1881-10-01,18.94
1881-10-02,18.94
1881-10-03,18.94
1881-10-04,18.94
1881-10-05,18.94
1881-10-06,18.94
1881-10-07,18.94
1881-10-08,18.94
1881-10-09,18.94
1881-10-10,18.94
1881-10-11,18.94
1881-10-12,18.94
1881-10-13,18.94
1881-10-14,18.94
1881-10-15,18.94
1881-10-16,18.94
1881-10-17,18.94
1881-10-18,18.94
1881-10-19,18.94
1881-10-20,18.94
1881-10-21,18.94
1881-10-22,18.94
1881-10-23,18.94
1881-10-24,18.94
1881-10-25,18.94
1881-10-26,18.94
1881-10-27,18.94
1881-10-28,18.94
1881-10-29,18.94
1881-10-30,18.94
1881-10-31,18.94
1881-11-01,18.94
1881-11-02,18.94
1881-11-03,18.94
1881-11-04,18.94
1881-11-05,18.94
1881-11-06,18.94
1881-11-07,18.94
1881-11-08,18.94
1881-11-09,18.94
1881-11-10,18.94
1881-11-11,18.94
1881-11-12,18.94
1881-11-13,18.94
1881-11-14,18.94
1881-11-15,18.94
1881-11-16,18.94
1881-11-17,18.94
1881-11-18,18.94
1881-11-19,18.94
1881-11-20,18.94
1881-11-21,18.94
1881-11-22,18.94
1881-11-23,18.94
1881-11-24,18.94
1881-11-25,18.94
1881-11-26,18.94
1881-11-27,18.94
1881-11-28,18.94
1881-11-29,18.94
1881-11-30,18.94
1881-12-01,18.94
1881-12-02,18.94
1881-12-03,18.94
1881-12-04,18.94
1881-12-05,18.94
1881-12-06,18.94
1881-12-07,18.94
1881-12-08,18.94
1881-12-09,18.94
1881-12-10,18.94
1881-12-11,18.94
1881-12-12,18.94
1881-12-13,18.94
1881-12-14,18.94
1881-12-15,18.94
1881-12-16,18.94
1881-12-17,18.94
1881-12-18,18.94
1881-12-19,18.94
1881-12-20,18.94
1881-12-21,18.94
1881-12-22,18.94
1881-12-23,18.94
1881-12-24,18.94
1881-12-25,18.94
1881-12-26,18.94
1881-12-27,18.94
1881-12-28,18.94
1881-12-29,18.94
1881-12-30,18.94
1881-12-31,18.94
1882-01-01,18.94
1882-01-02,18.94
1882-01-03,18.94
1882-01-04,18.94
1882-01-05,18.94
1882-01-06,18.94
1882-01-07,18.94
1882-01-08,18.94
1882-01-09,18.94
1882-01-10,18.94
1882-01-11,18.94
1882-01-12,18.94
1882-01-13,18.94
1882-01-14,18.94
1882-01-15,18.94
1882-01-16,18.94
1882-01-17,18.94
1882-01-18,18.94
1882-01-19,18.94
1882-01-20,18.94
1882-01-21,18.94
1882-01-22,18.94
1882-01-23,18.94
1882-01-24,18.94
1882-01-25,18.94
1882-01-26,18.94
1882-01-27,18.94
1882-01-28,18.94
1882-01-29,18.94
1882-01-30,18.94
1882-01-31,18.94
1882-02-01,18.94
1882-02-02,18.94
1882-02-03,18.94
1882-02-04,18.94
1882-02-05,18.94
1882-02-06,18.94
1882-02-07,18.94
1882-02-08,18.94
1882-02-09,18.94
1882-02-10,18.94
1882-02-11,18.94
1882-02-12,18.94
1882-02-13,18.94
1882-02-14,18.94
1882-02-15,18.94
1882-02-16,18.94
1882-02-17,18.94
1882-02-18,18.94
1882-02-19,18.94
1882-02-20,18.94
1882-02-21,18.94
1882-02-22,18.94
1882-02-23,18.94
1882-02-24,18.94
1882-02-25,18.94
1882-02-26,18.94
1882-02-27,18.94
1882-02-28,18.94
1882-03-01,18.94
1882-03-02,18.94
1882-03-03,18.94
1882-03-04,18.94
1882-03-05,18.94
1882-03-06,18.94
1882-03-07,18.94
1882-03-08,18.94
1882-03-09,18.94
1882-03-10,18.94
1882-03-11,18.94
1882-03-12,18.94
1882-03-13,18.94
1882-03-14,18.94
1882-03-15,18.94
1882-03-16,18.94
1882-03-17,18.94
1882-03-18,18.94
1882-03-19,18.94
1882-03-20,18.94
1882-03-21,18.94
1882-03-22,18.94
1882-03-23,18.94
1882-03-24,18.94
1882-03-25,18.94
1882-03-26,18.94
1882-03-27,18.94
1882-03-28,18.94
1882-03-29,18.94
1882-03-30,18.94
1882-03-31,18.94
1882-04-01,18.94
1882-04-02,18.94
1882-04-03,18.94
1882-04-04,18.94
1882-04-05,18.94
1882-04-06,18.94
1882-04-07,18.94
1882-04-08,18.94
1882-04-09,18.94
1882-04-10,18.94
1882-04-11,18.94
1882-04-12,18.94
1882-04-13,18.94
1882-04-14,18.94
1882-04-15,18.94
1882-04-16,18.94
1882-04-17,18.94
1882-04-18,18.94
1882-04-19,18.94
1882-04-20,18.94
1882-04-21,18.94
1882-04-22,18.94
1882-04-23,18.94
1882-04-24,18.94
1882-04-25,18.94
1882-04-26,18.94
1882-04-27,18.94
1882-04-28,18.94
1882-04-29,18.94
1882-04-30,18.94
1882-05-01,18.94
1882-05-02,18.94
1882-05-03,18.94
1882-05-04,18.94
1882-05-05,18.94
1882-05-06,18.94
1882-05-07,18.94
1882-05-08,18.94
1882-05-09,18.94
1882-05-10,18.94
1882-05-11,18.94
1882-05-12,18.94
1882-05-13,18.94
1882-05-14,18.94
1882-05-15,18.94
1882-05-16,18.94
1882-05-17,18.94
1882-05-18,18.94
1882-05-19,18.94
1882-05-20,18.94
1882-05-21,18.94
1882-05-22,18.94
1882-05-23,18.94
1882-05-24,18.94
1882-05-25,18.94
1882-05-26,18.94
1882-05-27,18.94
1882-05-28,18.94
1882-05-29,18.94
1882-05-30,18.94
1882-05-31,18.94
1882-06-01,18.94
1882-06-02,18.94
1882-06-03,18.94
1882-06-04,18.94
1882-06-05,18.94
1882-06-06,18.94
1882-06-07,18.94
1882-06-08,18.94
1882-06-09,18.94
1882-06-10,18.94
1882-06-11,18.94
1882-06-12,18.94
1882-06-13,18.94
1882-06-14,18.94
1882-06-15,18.94
1882-06-16,18.94
1882-06-17,18.94
1882-06-18,18.94
1882-06-19,18.94
1882-06-20,18.94
1882-06-21,18.94
1882-06-22,18.94
1882-06-23,18.94
1882-06-24,18.94
1882-06-25,18.94
1882-06-26,18.94
1882-06-27,18.94
1882-06-28,18.94
1882-06-29,18.94
1882-06-30,18.94
1882-07-01,18.94
1882-07-02,18.94
1882-07-03,18.94
1882-07-04,18.94
1882-07-05,18.94
1882-07-06,18.94
1882-07-07,18.94
1882-07-08,18.94
1882-07-09,18.94
1882-07-10,18.94
1882-07-11,18.94
1882-07-12,18.94
1882-07-13,18.94
1882-07-14,18.94
1882-07-15,18.94
1882-07-16,18.94
1882-07-17,18.94
1882-07-18,18.94
1882-07-19,18.94
1882-07-20,18.94
1882-07-21,18.94
1882-07-22,18.94
1882-07-23,18.94
1882-07-24,18.94
1882-07-25,18.94
1882-07-26,18.94
1882-07-27,18.94
1882-07-28,18.94
1882-07-29,18.94
1882-07-30,18.94
1882-07-31,18.94
1882-08-01,18.94
1882-08-02,18.94
1882-08-03,18.94
1882-08-04,18.94
1882-08-05,18.94
1882-08-06,18.94
1882-08-07,18.94
1882-08-08,18.94
1882-08-09,18.94
1882-08-10,18.94
1882-08-11,18.94
1882-08-12,18.94
1882-08-13,18.94
1882-08-14,18.94
1882-08-15,18.94
1882-08-16,18.94
1882-08-17,18.94
1882-08-18,18.94
1882-08-19,18.94
1882-08-20,18.94
1882-08-21,18.94
1882-08-22,18.94
1882-08-23,18.94
1882-08-24,18.94
1882-08-25,18.94
1882-08-26,18.94
1882-08-27,18.94
1882-08-28,18.94
1882-08-29,18.94
1882-08-30,18.94
1882-08-31,18.94
1882-09-01,18.94
1882-09-02,18.94
1882-09-03,18.94
1882-09-04,18.94
1882-09-05,18.94
1882-09-06,18.94
1882-09-07,18.94
1882-09-08,18.94
1882-09-09,18.94
1882-09-10,18.94
1882-09-11,18.94
1882-09-12,18.94
1882-09-13,18.94
1882-09-14,18.94
1882-09-15,18.94
1882-09-16,18.94
1882-09-17,18.94
1882-09-18,18.94
1882-09-19,18.94
1882-09-20,18.94
1882-09-21,18.94
1882-09-22,18.94
1882-09-23,18.94
1882-09-24,18.94
1882-09-25,18.94
1882-09-26,18.94
1882-09-27,18.94
1882-09-28,18.94
1882-09-29,18.94
1882-09-30,18.94
1882-10-01,18.94
1882-10-02,18.94
1882-10-03,18.94
1882-10-04,18.94
1882-10-05,18.94
1882-10-06,18.94
1882-10-07,18.94
1882-10-08,18.94
1882-10-09,18.94
1882-10-10,18.94
1882-10-11,18.94
1882-10-12,18.94
1882-10-13,18.94
1882-10-14,18.94
1882-10-15,18.94
1882-10-16,18.94
1882-10-17,18.94
1882-10-18,18.94
1882-10-19,18.94
1882-10-20,18.94
1882-10-21,18.94
1882-10-22,18.94
1882-10-23,18.94
1882-10-24,18.94
1882-10-25,18.94
1882-10-26,18.94
1882-10-27,18.94
1882-10-28,18.94
1882-10-29,18.94
1882-10-30,18.94
1882-10-31,18.94
1882-11-01,18.94
1882-11-02,18.94
1882-11-03,18.94
1882-11-04,18.94
1882-11-05,18.94
1882-11-06,18.94
1882-11-07,18.94
1882-11-08,18.94
1882-11-09,18.94
1882-11-10,18.94
1882-11-11,18.94
1882-11-12,18.94
1882-11-13,18.94
1882-11-14,18.94
1882-11-15,18.94
1882-11-16,18.94
1882-11-17,18.94
1882-11-18,18.94
1882-11-19,18.94
1882-11-20,18.94
1882-11-21,18.94
1882-11-22,18.94
1882-11-23,18.94
1882-11-24,18.94
1882-11-25,18.94
1882-11-26,18.94
1882-11-27,18.94
1882-11-28,18.94
1882-11-29,18.94
1882-11-30,18.94
1882-12-01,18.94
1882-12-02,18.94
1882-12-03,18.94
1882-12-04,18.94
1882-12-05,18.94
1882-12-06,18.94
1882-12-07,18.94
1882-12-08,18.94
1882-12-09,18.94
1882-12-10,18.94
1882-12-11,18.94
1882-12-12,18.94
1882-12-13,18.94
1882-12-14,18.94
1882-12-15,18.94
1882-12-16,18.94
1882-12-17,18.94
1882-12-18,18.94
1882-12-19,18.94
1882-12-20,18.94
1882-12-21,18.94
1882-12-22,18.94
1882-12-23,18.94
1882-12-24,18.94
1882-12-25,18.94
1882-12-26,18.94
1882-12-27,18.94
1882-12-28,18.94
1882-12-29,18.94
1882-12-30,18.94
1882-12-31,18.94
1883-01-01,18.94
1883-01-02,18.94
1883-01-03,18.94
1883-01-04,18.94
1883-01-05,18.94
1883-01-06,18.94
1883-01-07,18.94
1883-01-08,18.94
1883-01-09,18.94
1883-01-10,18.94
1883-01-11,18.94
1883-01-12,18.94
1883-01-13,18.94
1883-01-14,18.94
1883-01-15,18.94
1883-01-16,18.94
1883-01-17,18.94
1883-01-18,18.94
1883-01-19,18.94
1883-01-20,18.94
1883-01-21,18.94
1883-01-22,18.94
1883-01-23,18.94
1883-01-24,18.94
1883-01-25,18.94
1883-01-26,18.94
1883-01-27,18.94
1883-01-28,18.94
1883-01-29,18.94
1883-01-30,18.94
1883-01-31,18.94
1883-02-01,18.94
1883-02-02,18.94
1883-02-03,18.94
1883-02-04,18.94
1883-02-05,18.94
1883-02-06,18.94
1883-02-07,18.94
1883-02-08,18.94
1883-02-09,18.94
1883-02-10,18.94
1883-02-11,18.94
1883-02-12,18.94
1883-02-13,18.94
1883-02-14,18.94
1883-02-15,18.94
1883-02-16,18.94
1883-02-17,18.94
1883-02-18,18.94
1883-02-19,18.94
1883-02-20,18.94
1883-02-21,18.94
1883-02-22,18.94
1883-02-23,18.94
1883-02-24,18.94
1883-02-25,18.94
1883-02-26,18.94
1883-02-27,18.94
1883-02-28,18.94
1883-03-01,18.94
1883-03-02,18.94
1883-03-03,18.94
1883-03-04,18.94
1883-03-05,18.94
1883-03-06,18.94
1883-03-07,18.94
1883-03-08,18.94
1883-03-09,18.94
1883-03-10,18.94
1883-03-11,18.94
1883-03-12,18.94
1883-03-13,18.94
1883-03-14,18.94
1883-03-15,18.94
1883-03-16,18.94
1883-03-17,18.94
1883-03-18,18.94
1883-03-19,18.94
1883-03-20,18.94
1883-03-21,18.94
1883-03-22,18.94
1883-03-23,18.94
1883-03-24,18.94
1883-03-25,18.94
1883-03-26,18.94
1883-03-27,18.94
1883-03-28,18.94
1883-03-29,18.94
1883-03-30,18.94
1883-03-31,18.94
1883-04-01,18.94
1883-04-02,18.94
1883-04-03,18.94
1883-04-04,18.94
1883-04-05,18.94
1883-04-06,18.94
1883-04-07,18.94
1883-04-08,18.94
1883-04-09,18.94
1883-04-10,18.94
1883-04-11,18.94
1883-04-12,18.94
1883-04-13,18.94
1883-04-14,18.94
1883-04-15,18.94
1883-04-16,18.94
1883-04-17,18.94
1883-04-18,18.94
1883-04-19,18.94
1883-04-20,18.94
1883-04-21,18.94
1883-04-22,18.94
1883-04-23,18.94
1883-04-24,18.94
1883-04-25,18.94
1883-04-26,18.94
1883-04-27,18.94
1883-04-28,18.94
1883-04-29,18.94
1883-04-30,18.94
1883-05-01,18.94
1883-05-02,18.94
1883-05-03,18.94
1883-05-04,18.94
1883-05-05,18.94
1883-05-06,18.94
1883-05-07,18.94
1883-05-08,18.94
1883-05-09,18.94
1883-05-10,18.94
1883-05-11,18.94
1883-05-12,18.94
1883-05-13,18.94
1883-05-14,18.94
1883-05-15,18.94
1883-05-16,18.94
1883-05-17,18.94
1883-05-18,18.94
1883-05-19,18.94
1883-05-20,18.94
1883-05-21,18.94
1883-05-22,18.94
1883-05-23,18.94
1883-05-24,18.94
1883-05-25,18.94
1883-05-26,18.94
1883-05-27,18.94
1883-05-28,18.94
1883-05-29,18.94
1883-05-30,18.94
1883-05-31,18.94
1883-06-01,18.94
1883-06-02,18.94
1883-06-03,18.94
1883-06-04,18.94
1883-06-05,18.94
1883-06-06,18.94
1883-06-07,18.94
1883-06-08,18.94
1883-06-09,18.94
1883-06-10,18.94
1883-06-11,18.94
1883-06-12,18.94
1883-06-13,18.94
1883-06-14,18.94
1883-06-15,18.94
1883-06-16,18.94
1883-06-17,18.94
1883-06-18,18.94
1883-06-19,18.94
1883-06-20,18.94
1883-06-21,18.94
1883-06-22,18.94
1883-06-23,18.94
1883-06-24,18.94
1883-06-25,18.94
1883-06-26,18.94
1883-06-27,18.94
1883-06-28,18.94
1883-06-29,18.94
1883-06-30,18.94
1883-07-01,18.94
1883-07-02,18.94
1883-07-03,18.94
1883-07-04,18.94
1883-07-05,18.94
1883-07-06,18.94
1883-07-07,18.94
1883-07-08,18.94
1883-07-09,18.94
1883-07-10,18.94
1883-07-11,18.94
1883-07-12,18.94
1883-07-13,18.94
1883-07-14,18.94
1883-07-15,18.94
1883-07-16,18.94
1883-07-17,18.94
1883-07-18,18.94
1883-07-19,18.94
1883-07-20,18.94
1883-07-21,18.94
1883-07-22,18.94
1883-07-23,18.94
1883-07-24,18.94
1883-07-25,18.94
1883-07-26,18.94
1883-07-27,18.94
1883-07-28,18.94
1883-07-29,18.94
1883-07-30,18.94
1883-07-31,18.94
1883-08-01,18.94
1883-08-02,18.94
1883-08-03,18.94
1883-08-04,18.94
1883-08-05,18.94
1883-08-06,18.94
1883-08-07,18.94
1883-08-08,18.94
1883-08-09,18.94
1883-08-10,18.94
1883-08-11,18.94
1883-08-12,18.94
1883-08-13,18.94
1883-08-14,18.94
1883-08-15,18.94
1883-08-16,18.94
1883-08-17,18.94
1883-08-18,18.94
1883-08-19,18.94
1883-08-20,18.94
1883-08-21,18.94
1883-08-22,18.94
1883-08-23,18.94
1883-08-24,18.94
1883-08-25,18.94
1883-08-26,18.94
1883-08-27,18.94
1883-08-28,18.94
1883-08-29,18.94
1883-08-30,18.94
1883-08-31,18.94
1883-09-01,18.94
1883-09-02,18.94
1883-09-03,18.94
1883-09-04,18.94
1883-09-05,18.94
1883-09-06,18.94
1883-09-07,18.94
1883-09-08,18.94
1883-09-09,18.94
1883-09-10,18.94
1883-09-11,18.94
1883-09-12,18.94
1883-09-13,18.94
1883-09-14,18.94
1883-09-15,18.94
1883-09-16,18.94
1883-09-17,18.94
1883-09-18,18.94
1883-09-19,18.94
1883-09-20,18.94
1883-09-21,18.94
1883-09-22,18.94
1883-09-23,18.94
1883-09-24,18.94
1883-09-25,18.94
1883-09-26,18.94
1883-09-27,18.94
1883-09-28,18.94
1883-09-29,18.94
1883-09-30,18.94
1883-10-01,18.94
1883-10-02,18.94
1883-10-03,18.94
1883-10-04,18.94
1883-10-05,18.94
1883-10-06,18.94
1883-10-07,18.94
1883-10-08,18.94
1883-10-09,18.94
1883-10-10,18.94
1883-10-11,18.94
1883-10-12,18.94
1883-10-13,18.94
1883-10-14,18.94
1883-10-15,18.94
1883-10-16,18.94
1883-10-17,18.94
1883-10-18,18.94
1883-10-19,18.94
1883-10-20,18.94
1883-10-21,18.94
1883-10-22,18.94
1883-10-23,18.94
1883-10-24,18.94
1883-10-25,18.94
1883-10-26,18.94
1883-10-27,18.94
1883-10-28,18.94
1883-10-29,18.94
1883-10-30,18.94
1883-10-31,18.94
1883-11-01,18.94
1883-11-02,18.94
1883-11-03,18.94
1883-11-04,18.94
1883-11-05,18.94
1883-11-06,18.94
1883-11-07,18.94
1883-11-08,18.94
1883-11-09,18.94
1883-11-10,18.94
1883-11-11,18.94
1883-11-12,18.94
1883-11-13,18.94
1883-11-14,18.94
1883-11-15,18.94
1883-11-16,18.94
1883-11-17,18.94
1883-11-18,18.94
1883-11-19,18.94
1883-11-20,18.94
1883-11-21,18.94
1883-11-22,18.94
1883-11-23,18.94
1883-11-24,18.94
1883-11-25,18.94
1883-11-26,18.94
1883-11-27,18.94
1883-11-28,18.94
1883-11-29,18.94
1883-11-30,18.94
1883-12-01,18.94
1883-12-02,18.94
1883-12-03,18.94
1883-12-04,18.94
1883-12-05,18.94
1883-12-06,18.94
1883-12-07,18.94
1883-12-08,18.94
1883-12-09,18.94
1883-12-10,18.94
1883-12-11,18.94
1883-12-12,18.94
1883-12-13,18.94
1883-12-14,18.94
1883-12-15,18.94
1883-12-16,18.94
1883-12-17,18.94
1883-12-18,18.94
1883-12-19,18.94
1883-12-20,18.94
1883-12-21,18.94
1883-12-22,18.94
1883-12-23,18.94
1883-12-24,18.94
1883-12-25,18.94
1883-12-26,18.94
1883-12-27,18.94
1883-12-28,18.94
1883-12-29,18.94
1883-12-30,18.94
1883-12-31,18.94
1884-01-01,18.94
1884-01-02,18.94
1884-01-03,18.94
1884-01-04,18.94
1884-01-05,18.94
1884-01-06,18.94
1884-01-07,18.94
1884-01-08,18.94
1884-01-09,18.94
1884-01-10,18.94
1884-01-11,18.94
1884-01-12,18.94
1884-01-13,18.94
1884-01-14,18.94
1884-01-15,18.94
1884-01-16,18.94
1884-01-17,18.94
1884-01-18,18.94
1884-01-19,18.94
1884-01-20,18.94
1884-01-21,18.94
1884-01-22,18.94
1884-01-23,18.94
1884-01-24,18.94
1884-01-25,18.94
1884-01-26,18.94
1884-01-27,18.94
1884-01-28,18.94
1884-01-29,18.94
1884-01-30,18.94
1884-01-31,18.94
1884-02-01,18.94
1884-02-02,18.94
1884-02-03,18.94
1884-02-04,18.94
1884-02-05,18.94
1884-02-06,18.94
1884-02-07,18.94
1884-02-08,18.94
1884-02-09,18.94
1884-02-10,18.94
1884-02-11,18.94
1884-02-12,18.94
1884-02-13,18.94
1884-02-14,18.94
1884-02-15,18.94
1884-02-16,18.94
1884-02-17,18.94
1884-02-18,18.94
1884-02-19,18.94
1884-02-20,18.94
1884-02-21,18.94
1884-02-22,18.94
1884-02-23,18.94
1884-02-24,18.94
1884-02-25,18.94
1884-02-26,18.94
1884-02-27,18.94
1884-02-28,18.94
1884-02-29,18.94
1884-03-01,18.94
1884-03-02,18.94
1884-03-03,18.94
1884-03-04,18.94
1884-03-05,18.94
1884-03-06,18.94
1884-03-07,18.94
1884-03-08,18.94
1884-03-09,18.94
1884-03-10,18.94
1884-03-11,18.94
1884-03-12,18.94
1884-03-13,18.94
1884-03-14,18.94
1884-03-15,18.94
1884-03-16,18.94
1884-03-17,18.94
1884-03-18,18.94
1884-03-19,18.94
1884-03-20,18.94
1884-03-21,18.94
1884-03-22,18.94
1884-03-23,18.94
1884-03-24,18.94
1884-03-25,18.94
1884-03-26,18.94
1884-03-27,18.94
1884-03-28,18.94
1884-03-29,18.94
1884-03-30,18.94
1884-03-31,18.94
1884-04-01,18.94
1884-04-02,18.94
1884-04-03,18.94
1884-04-04,18.94
1884-04-05,18.94
1884-04-06,18.94
1884-04-07,18.94
1884-04-08,18.94
1884-04-09,18.94
1884-04-10,18.94
1884-04-11,18.94
1884-04-12,18.94
1884-04-13,18.94
1884-04-14,18.94
1884-04-15,18.94
1884-04-16,18.94
1884-04-17,18.94
1884-04-18,18.94
1884-04-19,18.94
1884-04-20,18.94
1884-04-21,18.94
1884-04-22,18.94
1884-04-23,18.94
1884-04-24,18.94
1884-04-25,18.94
1884-04-26,18.94
1884-04-27,18.94
1884-04-28,18.94
1884-04-29,18.94
1884-04-30,18.94
1884-05-01,18.94
1884-05-02,18.94
1884-05-03,18.94
1884-05-04,18.94
1884-05-05,18.94
1884-05-06,18.94
1884-05-07,18.94
1884-05-08,18.94
1884-05-09,18.94
1884-05-10,18.94
